year,Seals_BM,Cormorant_BM,Gadus_morhua_BM,Juvenile_Sander_lucioperca_BM,Adult_Sander_lucioperca_BM,Esox_lucius_BM,Juvenile_Perca_fluviatilis_BM,Adult_Perca_fluviatilis_BM,Benthivorous_birds_BM,Benthivorous_fish_BM,Neogobius_melanostomus_BM,Clupea_harengus_BM,Sprattus_sprattus_BM,Rhithropanopeus_harrisii_BM,Gasterosteus_aculeatus_BM,Cyprinids_BM,Cercopagis_pengoi_BM,Mysids_BM,Predatory_benthos_BM,Invertebrate_grazers_BM,Mytilus_trossulus_BM,Benthic_bivalves_BM,Other_benthos_BM,Zooplankton_BM,Fucus_vesiculosus_BM,Filamentous_algae_BM,Phytoplankton_BM,Cyanobacteria_BM,Detritus_BM,climate_scen,fishing_scen,nutrients_scen,Seals_catch,Cormorant_catch,Gadus_morhua_catch,Juvenile_Sander_lucioperca_catch,Adult_Sander_lucioperca_catch,Esox_lucius_catch,Juvenile_Perca_fluviatilis_catch,Adult_Perca_fluviatilis_catch,Benthivorous_birds_catch,Benthivorous_fish_catch,Neogobius_melanostomus_catch,Clupea_harengus_catch,Sprattus_sprattus_catch,Rhithropanopeus_harrisii_catch,Gasterosteus_aculeatus_catch,Cyprinids_catch,Cercopagis_pengoi_catch,Mysids_catch,Predatory_benthos_catch,Invertebrate_grazers_catch,Mytilus_trossulus_catch,Benthic_bivalves_catch,Other_benthos_catch,Zooplankton_catch,Fucus_vesiculosus_catch,Filamentous_algae_catch,Phytoplankton_catch,Cyanobacteria_catch,Detritus_catch
2040,0.05109736,0.002435362,0.2444512,0.7690671,0.3896781,0.7446049,1.058943,1.459661,0.001436222,4.131989,0.004882104,9.122701,8.536306,0.01872046,1.148029,22.75221,0.001794698,1.718117,2.857681,3.900879,12.30987,35.05023,11.59511,6.131653,2.311785,2.168816,11.17112,0.01501511,220.0226,RCP4.5,Dec,BSAP,5.41E-04,5.74E-06,0.06765524,0.00188084,0.05659182,0.07832081,0.006329754,0.1342649,4.91E-04,0.03055201,8.34E-07,2.314856,1.121634,1.66E-06,0.001809057,0.08164323,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0.05182705,0.00260178,0.228779,0.6971384,0.3993504,0.7706961,0.9233677,1.544959,0.001410552,3.827689,0.004107848,9.389718,7.845982,0.01509998,1.028167,21.58049,0.001767666,1.688462,2.647649,2.405782,11.18701,33.81041,11.06783,6.100338,4.202404,1.266338,10.92576,1.76E-05,213.7029,RCP4.5,Dec,BSAP,5.49E-04,6.14E-06,0.06331774,0.00170493,0.05799651,0.0810652,0.005519363,0.1421108,4.83E-04,0.028302,7.02E-07,2.382611,1.030928,1.34E-06,0.001620179,0.07743867,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0.05240016,0.002749474,0.214986,0.6410225,0.3913093,0.7687421,0.8625815,1.441863,0.001383701,3.420979,0.003574882,9.136533,7.332069,0.01307443,0.9494569,19.91588,0.001696693,1.643253,2.58208,2.543888,10.78574,32.81359,10.76608,5.916915,7.777323,1.499425,10.53798,4.31E-09,207.29,RCP4.5,Dec,BSAP,5.55E-04,6.48E-06,0.05950034,0.001567692,0.05682872,0.08085966,0.005156019,0.1326277,4.74E-04,0.02529478,6.11E-07,2.318366,0.9634021,1.16E-06,0.001496148,0.07146544,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0.05252866,0.002862455,0.2044197,0.626475,0.3455185,0.7304783,1.100037,1.280854,0.001368547,3.306407,0.003974285,11.05497,8.126468,0.01474362,1.019809,19.63263,0.002521971,2.304673,2.941941,3.065146,12.13294,33.42458,12.7746,7.991245,10.62405,1.43322,12.57701,1.05E-12,243.5807,RCP4.5,Dec,BSAP,5.57E-04,6.75E-06,0.05657597,0.001532115,0.05017865,0.07683492,0.006575388,0.1178175,4.68E-04,0.02444764,6.79E-07,2.805163,1.067783,1.31E-06,0.001607009,0.07044902,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0.0529392,0.002972887,0.2237624,0.7728632,0.3202008,0.7055812,1.27431,1.262362,0.001375746,3.785306,0.004560649,11.80537,9.538202,0.01686378,1.182517,21.30592,0.002267289,2.260143,3.314162,2.754796,13.6157,35.65348,13.07205,7.073138,13.62171,1.002228,12.17256,2.57E-16,240.2155,RCP4.5,Dec,BSAP,5.61E-04,7.01E-06,0.0619293,0.001890123,0.04650183,0.07421612,0.007617093,0.1161165,4.71E-04,0.02798863,7.79E-07,2.995576,1.253278,1.50E-06,0.001863402,0.0764534,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0.05403181,0.003124682,0.2491665,0.7582191,0.3640735,0.749039,1.045398,1.361283,0.001363845,3.992245,0.004330046,9.964551,8.723223,0.01586982,1.141345,21.94321,0.001990549,1.913507,3.013457,3.002973,12.31744,35.77278,12.12486,6.552235,15.10094,1.202724,11.51658,6.68E-20,227.9557,RCP4.5,Dec,BSAP,5.73E-04,7.37E-06,0.06896025,0.001854309,0.05287333,0.0787872,0.006248793,0.1252156,4.67E-04,0.02951874,7.40E-07,2.528473,1.146194,1.41E-06,0.001798524,0.07874022,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0.05480881,0.003265867,0.239398,0.7351078,0.3867574,0.7749665,0.9094343,1.443102,0.001334954,3.759111,0.003854887,8.847482,6.918182,0.01374669,1.018696,21.04628,0.001553927,1.578071,2.622549,2.531389,10.3987,34.28257,10.43804,5.495373,15.90718,0.8238819,10.01087,1.00E-20,200.6993,RCP4.5,Dec,BSAP,5.81E-04,7.70E-06,0.06625669,0.001797788,0.05616766,0.08151437,0.005436078,0.1327417,4.57E-04,0.02779493,6.58E-07,2.24502,0.9090191,1.22E-06,0.001605254,0.07552173,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0.05509615,0.003386391,0.2130748,0.5869325,0.3794881,0.7763805,0.7353062,1.359447,0.001285735,3.066839,0.003119625,8.078382,5.110609,0.01068698,0.8621151,18.51013,0.001426663,1.446623,2.277933,2.330889,8.557843,31.75371,9.224553,5.307858,18.23596,0.6978827,9.176601,1.00E-20,184.4079,RCP4.5,Dec,BSAP,5.84E-04,7.99E-06,0.05897136,0.001435409,0.05511197,0.08166309,0.004395239,0.1250468,4.40E-04,0.02267626,5.33E-07,2.049864,0.6715117,9.50E-07,0.001358515,0.06642111,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0.05463988,0.003452329,0.1866346,0.5454535,0.3126176,0.7179592,0.8805049,1.19723,0.001238141,2.607611,0.003109346,9.741285,4.896637,0.01056501,0.8657292,16.78687,0.002092592,2.031788,2.4607,2.60048,8.645731,30.83427,10.49793,6.995638,19.41992,0.7394484,10.53859,1.00E-20,208.7642,RCP4.5,Dec,BSAP,5.79E-04,8.14E-06,0.05165367,0.001333967,0.04540055,0.07551809,0.005263155,0.1101255,4.24E-04,0.01928072,5.31E-07,2.47182,0.6433968,9.39E-07,0.00136421,0.06023741,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0.05416295,0.003495311,0.1833975,0.6135754,0.2692786,0.6551601,1.13776,1.085694,0.001215604,2.716537,0.003467437,10.92165,5.695764,0.01172617,1.005253,17.15411,0.002103843,2.240618,2.87007,2.901936,10.00657,32.04671,11.13664,6.750925,19.37658,0.8111766,10.57419,1.00E-20,212.2883,RCP4.5,Dec,BSAP,5.74E-04,8.24E-06,0.05075777,0.001500567,0.03910656,0.06891262,0.006800876,0.09986598,4.16E-04,0.02008612,5.92E-07,2.771333,0.7483986,1.04E-06,0.001584071,0.0615552,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0.05405533,0.00355316,0.191066,0.6628255,0.2844615,0.6438305,1.220529,1.126884,0.001199263,3.000764,0.004239048,11.17414,6.611166,0.01542533,1.120333,18.30168,0.002498197,2.499844,3.085622,4.221411,11.11217,33.43282,12.30306,7.809042,16.70008,1.575143,11.8172,1.00E-20,234.132,RCP4.5,Dec,BSAP,5.73E-04,8.38E-06,0.05288014,0.001621014,0.04131152,0.06772091,0.007295625,0.1036548,4.10E-04,0.0221877,7.24E-07,2.835402,0.8686785,1.37E-06,0.001765413,0.06567311,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0.05395435,0.003604778,0.2103792,0.7432008,0.303129,0.6370906,1.509019,1.312708,0.001202596,3.679197,0.005258573,13.40971,8.488304,0.01960316,1.324221,20.71788,0.002981671,2.947848,3.569445,3.938422,13.39781,36.26311,14.17064,8.851615,13.38508,1.304369,13.32434,1.00E-20,262.0621,RCP4.5,Dec,BSAP,5.72E-04,8.50E-06,0.05822533,0.001817581,0.04402256,0.06701198,0.00902005,0.1207476,4.12E-04,0.02720405,8.98E-07,3.402672,1.115326,1.74E-06,0.002086698,0.07434329,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0.05483289,0.003705576,0.2522154,0.8667437,0.3884853,0.6841938,1.334226,1.502173,0.001209392,4.362868,0.005045315,11.55656,9.068978,0.01846493,1.34572,22.81659,0.002210909,2.254687,3.392199,2.956291,13.73909,38.01467,12.87138,6.833708,12.75153,1.071805,11.74766,1.00E-20,234.9957,RCP4.5,Dec,BSAP,5.81E-04,8.74E-06,0.06980405,0.002119719,0.05641859,0.07196651,0.007975237,0.1381752,4.14E-04,0.03225913,8.62E-07,2.93244,1.191624,1.64E-06,0.002120577,0.08187422,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0.05599964,0.003838251,0.2550097,0.7284238,0.4405043,0.7562106,0.8137297,1.636968,0.00118519,4.008395,0.003917041,7.737038,6.074814,0.01411125,1.046092,21.71018,0.001197045,1.366326,2.560855,2.845369,10.47977,35.35101,9.366319,4.549601,12.80641,1.263747,8.899512,1.00E-20,180.9013,RCP4.5,Dec,BSAP,5.93E-04,9.05E-06,0.07057744,0.001781442,0.06397317,0.07954154,0.00486401,0.1505741,4.06E-04,0.02963815,6.69E-07,1.963249,0.7982042,1.25E-06,0.001648425,0.07790405,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0.0559535,0.003923529,0.2090551,0.5336238,0.3933417,0.7612231,0.6917186,1.497132,0.001134809,2.958824,0.003039159,7.854402,4.148529,0.0104737,0.8113146,18.20833,0.001532169,1.456003,2.09855,2.460275,8.235767,31.50619,8.760615,5.732062,14.39781,0.8845951,9.186211,1.00E-20,182.3746,RCP4.5,Dec,BSAP,5.93E-04,9.25E-06,0.05785887,0.001305037,0.05712388,0.08006877,0.004134697,0.1377115,0.000388341,0.0218776,5.19E-07,1.993029,0.5450987,9.31E-07,0.001278464,0.06533813,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0.05522821,0.003951005,0.1782297,0.508613,0.2912467,0.69061,0.8719489,1.20057,0.001095205,2.440514,0.003078709,9.157807,4.214187,0.01062992,0.8174129,16.41541,0.001614742,1.74014,2.287072,2.932633,8.417651,30.29353,9.208506,5.708771,16.12691,1.11789,9.176323,1.00E-20,184.3984,RCP4.5,Dec,BSAP,5.85E-04,9.32E-06,0.0493275,0.00124387,0.04229692,0.0726414,0.005212011,0.1104327,3.75E-04,0.01804521,5.26E-07,2.323765,0.5537259,9.45E-07,0.001288074,0.0589045,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0.05469655,0.003971551,0.1660683,0.5280202,0.2540927,0.6433525,0.9090123,1.051449,0.001059319,2.229506,0.003353502,8.590735,4.201988,0.01177109,0.8534982,15.82053,0.001591601,1.752441,2.389258,3.299803,8.521603,29.81362,9.166569,5.678594,15.71025,1.151405,9.15065,1.00E-20,183.9528,RCP4.5,Dec,BSAP,5.80E-04,9.37E-06,0.04596168,0.001291332,0.03690115,0.06767064,0.005433555,0.09671601,3.63E-04,0.01648501,5.73E-07,2.179871,0.5521229,1.05E-06,0.001344937,0.05676982,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0.05405982,0.003981472,0.1591496,0.529093,0.2356982,0.610871,0.9096172,1.032251,0.001025237,2.150794,0.003409036,8.83336,4.28792,0.0117555,0.88695,15.58701,0.001659272,1.829329,2.460814,2.938755,8.647821,29.65433,9.306494,5.856326,15.86317,0.8782908,9.358174,1.00E-20,187.3093,RCP4.5,Dec,BSAP,5.73E-04,9.39E-06,0.04404683,0.001293956,0.03422977,0.06425409,0.005437172,0.09495015,3.51E-04,0.01590301,5.82E-07,2.241437,0.5634139,1.04E-06,0.00139765,0.05593187,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0.05329828,0.00397929,0.1604428,0.5521497,0.2386582,0.584974,1.127122,1.01487,0.001007419,2.339793,0.003807058,11.68239,5.561114,0.01331074,1.039266,16.15205,0.002828444,2.796985,3.021691,2.978997,10.82102,31.34294,12.39189,8.717107,16.12203,0.9257346,12.261,1.00E-20,239.3696,RCP4.5,Dec,BSAP,5.65E-04,9.39E-06,0.04440476,0.001350344,0.03465964,0.06153013,0.006737288,0.09335137,3.45E-04,0.01730048,6.50E-07,2.96437,0.7307062,1.18E-06,0.001637669,0.05795945,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0.05325352,0.003992374,0.1948593,0.6707644,0.2616147,0.583097,1.174851,1.124949,0.001007905,2.912201,0.004188935,10.82008,5.987455,0.01484921,1.152218,18.00958,0.001527864,2.040547,3.191958,2.770427,11.61613,33.48582,10.27516,5.028509,16.3076,0.8508083,9.186807,1.00E-20,189.5319,RCP4.5,Dec,BSAP,5.64E-04,9.42E-06,0.05392997,0.001640429,0.03799354,0.06133269,0.007022589,0.1034768,3.45E-04,0.02153287,7.16E-07,2.74556,0.7867256,1.32E-06,0.001815657,0.06462494,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0.05359937,0.004050365,0.1962839,0.5468907,0.295691,0.6351911,0.7072009,1.214487,9.71E-04,2.621745,0.003209744,7.432347,4.236989,0.0108791,0.8886518,16.91803,0.001382577,1.436303,2.312059,2.614546,8.639007,31.25464,8.574124,5.336769,17.67435,0.8005019,8.909212,1.00E-20,178.2075,RCP4.5,Dec,BSAP,5.68E-04,9.55E-06,0.05432424,0.001337482,0.04294234,0.06681219,0.004227243,0.1117128,3.32E-04,0.01938523,5.48E-07,1.885934,0.5567218,9.67E-07,0.001400332,0.06070806,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,0.05277603,0.004049639,0.1733027,0.4877802,0.2647192,0.6080874,0.9273131,1.12723,9.41E-04,2.43919,0.003379937,10.84134,4.88189,0.01152742,0.9325479,16.18759,0.002437374,2.461807,2.69652,2.839514,9.233673,31.23724,11.20339,7.825533,18.24052,0.7834873,11.27414,1.00E-20,221.6464,RCP4.5,Dec,BSAP,5.59E-04,9.55E-06,0.04796389,0.001192921,0.03844441,0.0639613,0.005542947,0.1036867,3.22E-04,0.01803542,5.77E-07,2.750956,0.641459,1.02E-06,0.001469503,0.05808698,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0.05240966,0.0040478,0.1893281,0.6470809,0.2670575,0.5851974,1.346351,1.068239,9.35E-04,2.924994,0.004157074,12.3441,6.729318,0.01468583,1.15343,17.67051,0.002474175,2.679101,3.300164,2.919519,11.15122,33.84286,12.46892,7.552657,18.15466,0.8137698,11.60824,1.00E-20,232.3229,RCP4.5,Dec,BSAP,5.55E-04,9.55E-06,0.05239916,0.001582509,0.03878399,0.06155362,0.008047712,0.09826038,3.20E-04,0.02162746,7.10E-07,3.132277,0.884203,1.31E-06,0.001817568,0.06340823,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0.05293575,0.004100437,0.2179179,0.7207189,0.3184496,0.6281058,1.063927,1.229318,9.20E-04,3.253934,0.003935263,9.904178,7.206625,0.01375017,1.145258,18.71557,0.00189565,1.997258,3.041178,2.214222,10.21981,34.76746,11.37406,6.225628,19.77194,0.3456175,10.67781,1.00E-20,214.859,RCP4.5,Dec,BSAP,5.61E-04,9.67E-06,0.06031175,0.001762598,0.04624751,0.06606692,0.006359548,0.1130771,3.15E-04,0.02405965,6.72E-07,2.513153,0.9469191,1.22E-06,0.00180469,0.06715828,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0.05307553,0.004145781,0.2135534,0.6301961,0.32851,0.6549635,1.027108,1.297745,8.96E-04,3.28971,0.003678679,11.38443,7.957345,0.0129609,1.126705,18.53456,0.002665301,2.516719,3.158338,2.309799,9.52138,35.37458,13.22159,8.30725,22.05387,0.5368387,12.77861,1.00E-20,251.4407,RCP4.5,Dec,BSAP,5.62E-04,9.78E-06,0.05910385,0.001541215,0.04770854,0.06889193,0.006139464,0.1193712,3.07E-04,0.02432418,6.28E-07,2.888763,1.04556,1.15E-06,0.001775455,0.06650875,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0.05348206,0.004185988,0.2300209,0.7468546,0.3447216,0.6586635,1.242252,1.288583,8.81E-04,3.701187,0.004069066,11.64078,9.152019,0.01457649,1.227692,19.51047,0.00214622,2.275021,3.403252,2.576164,9.6545,37.34356,13.0099,6.72286,21.89005,0.5613191,11.73896,1.00E-20,237.3667,RCP4.5,Dec,BSAP,5.67E-04,9.87E-06,0.06366145,0.001826516,0.05006292,0.06928111,0.007425473,0.1185285,3.02E-04,0.02736665,6.95E-07,2.953811,1.202535,1.30E-06,0.001934588,0.07001066,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0.05433981,0.004266044,0.2417009,0.692924,0.3784237,0.7026202,1.036653,1.322349,8.53E-04,3.676058,0.003795425,10.23539,8.741588,0.0134696,1.153954,19.39977,0.002163165,2.062402,3.118321,2.6289,8.217146,37.25952,12.73345,7.02948,22.14334,0.5531175,11.96116,1.00E-20,239.0633,RCP4.5,Dec,BSAP,5.76E-04,1.01E-05,0.06689402,0.001694623,0.05495737,0.07390467,0.006196521,0.1216344,2.92E-04,0.02718084,6.48E-07,2.597197,1.148607,1.20E-06,0.001818392,0.06961344,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0.05493829,0.004329075,0.2365432,0.7093638,0.3678472,0.7146862,0.9827762,1.374465,8.19E-04,3.521633,0.003506479,9.404748,7.83069,0.01227188,1.0843,18.70823,0.001633307,1.740056,2.933017,2.471514,6.86898,36.61644,11.38093,5.629852,22.2391,0.4656232,10.46144,1.00E-20,213.2131,RCP4.5,Dec,BSAP,5.82E-04,1.02E-05,0.06546656,0.001734828,0.05342138,0.07517383,0.005874474,0.1264282,2.80E-04,0.02603902,5.99E-07,2.386425,1.028918,1.09E-06,0.001708632,0.06713195,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,0.05520221,0.004385404,0.2191144,0.577791,0.3546623,0.7166721,0.8833418,1.266292,7.70E-04,3.058406,0.003029589,9.456859,6.874142,0.01046046,0.9910725,16.94203,0.001979747,1.886271,2.771623,2.188041,5.385053,35.26147,11.5136,6.690543,23.27405,0.2447296,11.02284,1.00E-20,221.6856,RCP4.5,Dec,BSAP,5.85E-04,1.03E-05,0.06064292,0.001413052,0.05150656,0.07538272,0.005280111,0.116478,2.63E-04,0.02261391,5.17E-07,2.399648,0.9032323,9.30E-07,0.001561725,0.06079416,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0.05498127,0.00440088,0.2103174,0.6234863,0.3028939,0.674047,1.103661,1.168653,7.22E-04,3.02466,0.003117752,11.36375,7.816701,0.01100845,1.079809,16.23173,0.002339588,2.337436,3.151854,2.09936,5.054045,36.04868,12.84541,7.421234,24.93885,0.200868,11.94104,1.00E-20,240.7921,RCP4.5,Dec,BSAP,5.83E-04,1.04E-05,0.05820821,0.001524805,0.04398841,0.07089921,0.006597055,0.1074968,2.47E-04,0.0223644,5.33E-07,2.883516,1.027081,9.78E-07,0.001701555,0.05824536,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0.05517812,0.004428346,0.2208841,0.6987147,0.3036737,0.6600077,1.219375,1.144934,6.82E-04,3.27487,0.003377742,11.49208,8.881195,0.01218901,1.188926,16.41868,0.002389659,2.380908,3.413027,2.391367,5.395831,37.76942,13.5465,7.462421,25.34334,0.3314473,12.29559,1.00E-20,248.7416,RCP4.5,Dec,BSAP,5.85E-04,1.04E-05,0.06113271,0.001708785,0.04410165,0.06942249,0.007288727,0.1053151,2.34E-04,0.02421445,5.77E-07,2.916078,1.16695,1.08E-06,0.001873502,0.05891622,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,0.05585124,0.004473888,0.2377679,0.7102322,0.3319459,0.6691508,1.021263,1.222079,6.47E-04,3.348099,0.003297699,8.95287,7.49036,0.01167764,1.126736,16.45249,0.001485814,1.720218,3.096785,2.63316,5.271715,37.72989,11.15075,5.198561,24.40539,0.4173657,9.94528,1.00E-20,205.7616,RCP4.5,Dec,BSAP,5.92E-04,1.06E-05,0.06580555,0.001736952,0.04820755,0.07038421,0.006104525,0.1124111,2.22E-04,0.02475591,5.63E-07,2.271762,0.9842009,1.04E-06,0.001775502,0.05903753,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,0.05585181,0.00450348,0.2175237,0.5319891,0.318472,0.6616626,0.859818,1.176045,6.04E-04,2.893938,0.002990163,9.126619,5.960623,0.01030725,0.9878507,15.29435,0.001958712,1.934197,2.787148,2.828174,4.635751,35.91669,11.0585,6.698763,23.1202,0.5191848,10.69974,1.00E-20,215.5186,RCP4.5,Dec,BSAP,5.92E-04,1.06E-05,0.06020266,0.001301039,0.04625076,0.06959657,0.005139499,0.1081768,2.07E-04,0.02139784,5.11E-07,2.315851,0.7831998,9.16E-07,0.001556649,0.0548817,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,0.05525333,0.004488927,0.2038683,0.5785003,0.2791491,0.6114768,1.191635,1.061803,5.71E-04,2.930454,0.003330182,11.76162,7.112389,0.01163537,1.098229,15.35568,0.002414233,2.495198,3.217897,2.478521,5.512918,36.77285,12.66778,7.587174,22.46947,0.2564241,11.8315,1.00E-20,237.9049,RCP4.5,Dec,BSAP,5.85E-04,1.06E-05,0.05642335,0.001414787,0.04054002,0.06431783,0.007122915,0.0976684,1.95E-04,0.02166783,5.69E-07,2.984474,0.934537,1.03E-06,0.001730582,0.05510177,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,0.05540816,0.00450492,0.2163318,0.7001781,0.2927773,0.6150069,1.166394,1.089228,5.50E-04,3.171087,0.003434345,10.66254,7.850438,0.01208438,1.1667,16.0425,0.002072889,2.194367,3.288853,2.445195,6.565782,37.86253,12.3533,6.64267,23.07267,0.4772163,11.23503,1.00E-20,228.1467,RCP4.5,Dec,BSAP,5.87E-04,1.06E-05,0.05987279,0.001712364,0.0425192,0.06468911,0.006972032,0.100191,1.88E-04,0.02344708,5.87E-07,2.705586,1.031514,1.07E-06,0.001838477,0.05756634,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,0.05577118,0.004535668,0.2189076,0.6225705,0.3092169,0.634636,0.8848365,1.196031,5.26E-04,3.032697,0.003130852,8.299634,6.342924,0.01076254,1.038687,15.92178,0.00137853,1.605337,2.865894,2.409898,5.972168,36.66332,10.16983,5.040693,22.95526,0.321899,9.434752,1.00E-20,193.5662,RCP4.5,Dec,BSAP,5.91E-04,1.07E-05,0.06058569,0.001522566,0.04490668,0.0667538,0.005289047,0.1100152,1.80E-04,0.02242382,5.35E-07,2.106005,0.8334327,9.56E-07,0.001636756,0.05713314,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,0.05543048,0.004540135,0.1964364,0.505075,0.2941558,0.622857,0.8456485,1.113474,4.94E-04,2.606802,0.002885147,9.131854,5.510206,0.00974617,0.9402072,14.82095,0.0019675,1.979127,2.727437,2.826292,5.273134,34.97824,10.76852,6.739643,22.78361,0.6369997,10.5835,1.00E-20,212.1779,RCP4.5,Dec,BSAP,5.87E-04,1.07E-05,0.05436648,0.001235217,0.0427194,0.06551483,0.005054803,0.1024213,1.69E-04,0.01927475,4.93E-07,2.317178,0.724017,8.66E-07,0.001481572,0.05318296,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0.05491577,0.004518674,0.1912643,0.5573026,0.2628052,0.5862042,1.037903,1.027015,4.69E-04,2.598259,0.003203744,9.906816,5.968349,0.010915,1.009878,14.87178,0.00172927,2.023958,2.959845,2.613436,5.753498,35.18466,10.68916,5.8607,21.7498,0.3453131,9.972068,1.00E-20,203.398,RCP4.5,Dec,BSAP,5.82E-04,1.07E-05,0.05293502,0.001362946,0.03816644,0.06165953,0.006203991,0.09446845,1.61E-04,0.01921158,5.47E-07,2.513823,0.7842152,9.70E-07,0.001591359,0.05336536,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,0.05476378,0.004521489,0.1886627,0.538223,0.2639998,0.5920925,0.9049547,1.012887,4.46E-04,2.460966,0.003108176,8.763821,5.599047,0.01062781,0.97368,14.60544,0.001690544,1.832677,2.781443,3.207867,5.75936,34.478,10.31179,5.934144,20.86208,0.9544502,9.904775,1.00E-20,200.6945,RCP4.5,Dec,BSAP,5.80E-04,1.07E-05,0.052215,0.001316284,0.03833994,0.06227889,0.005409302,0.09316892,1.53E-04,0.01819643,5.31E-07,2.223791,0.7356905,9.44E-07,0.001534318,0.05240964,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,0.0541001,0.004494212,0.184156,0.5541129,0.2431833,0.5681659,1.16001,1.015986,4.30E-04,2.597892,0.003678061,11.70449,6.746065,0.01287182,1.107093,15.25644,0.002750864,2.77284,3.283042,2.881392,7.616327,35.66954,12.99402,8.533648,19.08732,0.4992407,12.55107,1.00E-20,247.2998,RCP4.5,Dec,BSAP,5.73E-04,1.06E-05,0.0509677,0.001355145,0.03531681,0.05976218,0.006933874,0.09345403,1.47E-04,0.01920886,6.28E-07,2.969977,0.8864036,1.14E-06,0.00174455,0.05474566,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,0.05413927,0.004487377,0.2145312,0.7104127,0.2728256,0.5731366,1.284518,1.099194,4.28E-04,3.1893,0.004002927,11.63927,8.102369,0.01411222,1.258269,17.09707,0.002116746,2.403446,3.56625,2.190439,10.0956,38.08697,12.49294,6.590804,20.85474,0.2826294,11.23605,1.00E-20,227.2399,RCP4.5,Dec,BSAP,5.74E-04,1.06E-05,0.05937444,0.001737394,0.03962168,0.06028502,0.007678114,0.1011077,1.47E-04,0.02358174,6.84E-07,2.953427,1.064616,1.25E-06,0.001982773,0.06135053,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,0.05485722,0.004531355,0.2303816,0.6233143,0.3289908,0.6275553,0.7996896,1.22858,4.19E-04,3.148799,0.003320313,8.018207,6.346487,0.01143751,1.050615,17.32621,0.001357026,1.545767,2.839287,2.143516,8.843563,36.57685,9.917003,5.016942,22.92719,0.4098513,9.427994,1.00E-20,190.8997,RCP4.5,Dec,BSAP,5.81E-04,1.07E-05,0.06376126,0.001524385,0.04777838,0.06600901,0.004780087,0.1130092,1.43E-04,0.02328227,5.67E-07,2.034595,0.8339007,1.02E-06,0.001655553,0.06217276,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,0.05461674,0.004538578,0.201051,0.5190696,0.3105085,0.6293113,0.7848938,1.197288,4.03E-04,2.689047,0.003011869,8.601773,5.316529,0.01015763,0.9079165,16.25352,0.001713117,1.77622,2.586737,2.636446,7.67518,34.27191,9.952693,6.117363,22.99384,0.541243,10.0137,1.00E-20,199.4868,RCP4.5,Dec,BSAP,5.79E-04,1.07E-05,0.05564362,0.001269443,0.04509425,0.06619372,0.004691646,0.1101308,1.38E-04,0.01988286,5.14E-07,2.182673,0.6985688,9.03E-07,0.001430689,0.05832356,0,0,0,0,0,0,0,0,0,0,0,0,0
